process_name,avg_wait_time,avg_turnaround_time,context_switches
P536,67452.34328358209,69768.83022388059,537
P537,67669.66108007448,69984.8938547486,538
P538,67884.96282527881,70198.94423791821,539
P539,68100.17254174397,70412.89981447124,540
P540,68328.86296296296,70640.33518518519,541
P541,68549.03696857671,70859.25508317929,542
P542,68765.20295202952,71074.16605166052,543
P543,68979.05709023941,71286.76611418049,544
P544,69213.13786764706,71519.5919117647,545
P545,69434.00917431193,71739.20917431192,546
P546,69650.74542124542,71954.69047619047,547
P547,69868.11882998171,72170.81170018282,548
P548,70101.29197080292,72402.73175182482,549
P549,70325.4990892532,72625.68852459016,550
P550,70543.1690909091,72842.11090909092,551
P551,70762.4664246824,73060.1615245009,552
P552,70999.63405797101,73296.08152173914,553
P553,71224.02350813743,73519.226039783,554
P554,71442.83754512636,73736.79422382671,555
P555,71670.37657657657,73963.09009009009,556
P556,71902.55035971223,74194.01978417266,557
P557,72129.83303411132,74420.05745062836,558
P558,72354.75627240143,74643.73476702509,559
P559,72575.75134168158,74863.48658318426,560
P560,72812.65535714285,75099.15,561
P561,73045.0,75330.2513368984,562
P562,73268.00177935943,75552.00711743772,563
P563,73489.40674955596,75772.16696269982,564
P564,73732.07269503546,76013.58510638298,565
P565,73963.35044247788,76243.61592920354,566
P566,74186.71024734982,76465.73144876325,567
P567,74414.09700176367,76691.87654320987,568
P568,74653.56338028169,76930.0985915493,569
P569,74888.8330404218,77164.12478031634,570
P570,75109.96140350877,77384.01052631579,571
P571,75350.43607705779,77623.24518388792,572
P572,75587.62412587412,77859.19405594406,573
P573,75815.9109947644,78086.24083769633,574
P574,76054.71254355401,78323.80139372822,575
P575,76283.86782608696,78551.71652173913,576
P576,76523.06423611111,78789.67013888889,577
P577,76762.24783362218,79027.61178509532,578
P578,76991.56574394464,79255.68512110726,579
P579,77225.47150259068,79488.34542314336,580
P580,77471.00862068965,79732.63965517242,581
P581,77706.05679862306,79966.44578313253,582
P582,77938.3058419244,80197.45189003437,583
P583,78170.61063464837,80428.51629502572,584
P584,78420.41952054795,80677.08390410959,585
P585,78659.25811965812,80914.67863247864,586
P586,78889.69453924915,81143.87372013651,587
P587,79128.34241908007,81381.28279386713,588
P588,79380.24489795919,81631.94727891157,589
P589,79614.22071307301,81864.68421052632,590
P590,79851.92033898305,82101.14745762711,591
P591,80089.51776649746,82337.51099830795,592
P592,80341.43581081081,82588.19594594595,593
P593,80584.01349072512,82829.53962900506,594
P594,80815.61111111111,83059.90067340067,595
P595,81065.64537815125,83308.69579831933,596
P596,81315.53020134228,83557.34228187919,597
P597,81555.21775544388,83795.79396984924,598
P598,81795.85618729096,84035.19397993312,599
P599,82043.38397328882,84281.48414023372,600
P600,82294.95833333333,84531.81833333333,601
P601,82540.4758735441,84776.09816971714,602
P602,82778.48671096345,85012.86877076412,603
P603,83036.85406301824,85269.99502487562,604
P604,83285.74668874172,85517.64900662252,605
P605,83526.38842975207,85757.05454545455,606
P606,83776.79372937293,86006.22277227722,607
P607,84034.29324546953,86262.48270181219,608
P608,84278.72532894737,86505.67269736843,609
P609,84527.44006568144,86753.14449917898,610
P610,84781.41803278688,87005.8786885246,611
P611,85037.48281505729,87260.69721767594,612
P612,85288.66830065359,87510.63562091504,613
P613,85532.35562805872,87753.07830342578,614
P614,85796.00814332247,88015.48859934854,615
P615,86051.76422764227,88270.00325203252,616
P616,86300.98214285714,88517.97727272728,617
P617,86553.11993517018,88768.87196110211,618
P618,86812.99676375404,89027.50809061488,619
P619,87072.66074313408,89285.93053311793,620
P620,87323.2935483871,89535.32258064517,621
P621,87576.60547504025,89787.3961352657,622
P622,87842.54019292604,90052.09003215434,623
P623,88102.28731942215,90310.59871589085,624
P624,88349.24198717948,90556.3125,625
P625,88607.68,90813.512,626
P626,88877.67891373803,91082.26996805111,627
P627,89132.98405103668,91336.336523126,628
P628,89385.62261146496,91587.73407643312,629
P629,89649.05246422894,91849.92368839428,630
P630,89917.29682539683,92116.92857142857,631
P631,90173.6085578447,92372.00158478605,632
P632,90428.12974683545,92625.28164556962,633
P633,90698.61927330174,92894.52764612954,634
P634,90962.25552050472,93156.92271293375,635
P635,91218.77952755906,93412.2031496063,636
P636,91477.91666666667,93670.09433962264,637
P637,91750.6671899529,93941.59968602826,638
P638,92017.87460815047,94207.56269592476,639
P639,92271.17840375587,94459.62128325508,640
P640,92536.5484375,94723.7453125,641
P641,92811.84867394695,94997.79875195007,642
P642,93074.04517133956,95258.7476635514,643
P643,93326.94401244167,95510.39968895802,644
P644,93601.08695652174,95783.29813664596,645
P645,93874.32093023256,96055.28992248062,646
P646,94131.33436532508,96311.06037151703,647
P647,94396.14374034003,96574.62751159196,648
P648,94675.66203703704,96852.90432098765,649
P649,94943.52080123266,97119.52234206471,650
P650,95198.95076923077,97373.7123076923,651
P651,95470.3717357911,97643.89247311828,652
P652,95752.51687116564,97924.79907975461,653
P653,96015.51761102604,98186.55895865237,654
P654,96278.92201834862,98448.72324159021,655
P655,96555.39847328245,98723.95877862595,656
P656,96834.5731707317,99001.89176829268,657
P657,97099.91628614916,99265.99391171994,658
P658,97363.77051671733,99528.60790273556,659
P659,97650.41729893778,99814.01213960546,660
P660,97924.38030303031,100086.73181818181,661
P661,98190.14372163388,100351.25264750379,662
P662,98463.22054380664,100623.08459214501,663
P663,98748.6862745098,100907.30618401206,664
P664,99019.96385542168,101177.34036144578,665
P665,99284.5067669173,101440.64060150376,666
P666,99567.8018018018,101722.69519519519,667
P667,99850.89205397302,102004.5472263868,668
P668,100120.67215568862,102273.09131736527,669
P669,100387.82959641256,102539.0134529148,670
P670,100677.69552238807,102827.6447761194,671
